id;full_name;age;gender
1671;Сергей Филимонович Ситников;53;М
1672;Петров Ермолай Анисимович;56;М
1673;Раиса Натановна Турова;36;Ж
1674;Миронов Артемий Филатович;39;М
1675;Евдокия Леонидовна Петухова;25;Ж
1676;Екатерина Святославовна Королева;43;Ж
1677;Анисимова Октябрина Егоровна;33;Ж
1678;Ипат Якубович Артемьев;36;М
1679;Радислав Зиновьевич Лобанов;40;М
1680;Федотов Тимур Игнатович;57;М
1681;Андреева Марина Анатольевна;30;Ж
1682;Елена Мироновна Дьячкова;42;Ж
1683;Игнатьева Вера Вениаминовна;28;Ж
1684;Третьяков Всеволод Захарьевич;34;М
1685;Вячеслав Владиленович Абрамов;35;М
1686;Жанна Болеславовна Евдокимова;33;Ж
1687;Мария Святославовна Захарова;52;Ж
1688;Мартьян Якубович Чернов;30;М
1689;Белов Михаил Эдгардович;48;М
1690;Платон Марсович Мамонтов;31;М
1691;Людмила Тарасовна Бурова;35;Ж
1692;Маргарита Вячеславовна Карпова;40;Ж
1693;Надежда Степановна Ситникова;28;Ж
1694;Октябрина Макаровна Носова;32;Ж
1695;Рогов Григорий Евстигнеевич;30;М
1696;Елизавета Рудольфовна Зуева;43;Ж
1697;Майя Дмитриевна Волкова;44;Ж
1698;Вера Ильинична Орлова;32;Ж
1699;Зосима Алексеевич Кошелев;34;М
1700;Михайлов Илья Богданович;64;М
1701;Алина Васильевна Щукина;64;Ж
1702;Кулагина Агата Рубеновна;34;Ж
1703;Савватий Феодосьевич Федотов;49;М
1704;Юлий Терентьевич Андреев;33;М
1705;Нина Алексеевна Крылова;31;Ж
1706;Веселов Лаврентий Ярославович;64;М
1707;Зинаида Александровна Копылова;27;Ж
1708;Лариса Матвеевна Лобанова;29;Ж
1709;Евсеев Чеслав Борисович;48;М
1710;Лора Архиповна Федотова;43;Ж
1711;Феврония Натановна Орехова;32;Ж
1712;Давыдова Фёкла Валериевна;32;Ж
1713;Сафонов Арсений Гертрудович;30;М
1714;Марфа Анатольевна Лебедева;65;Ж
1715;Надежда Георгиевна Жданова;47;Ж
1716;Раиса Руслановна Харитонова;65;Ж
1717;Вадим Васильевич Сазонов;41;М
1718;Мамонтова Клавдия Романовна;40;Ж
1719;Гущина Анжела Львовна;56;Ж
1720;Селиверстова Антонина Эльдаровна;57;Ж
1721;Моисей Анатольевич Афанасьев;50;М
1722;Григорьев Бажен Феодосьевич;31;М
1723;Викентий Тимурович Петров;48;М
1724;Алексеев Геннадий Еремеевич;46;М
1725;Бирюкова Нинель Павловна;50;Ж
1726;Русакова Анна Львовна;39;Ж
1727;Ипатий Дмитриевич Белозеров;40;М
1728;Бажен Борисович Белоусов;46;М
1729;Ангелина Артемовна Князева;50;Ж
1730;Елизавета Викторовна Щербакова;41;Ж
1731;Синклитикия Тарасовна Логинова;33;Ж
1732;Кудряшова Ульяна Валериевна;35;Ж
1733;Евдокимов Аверьян Давидович;32;М
1734;Ираида Константиновна Меркушева;53;Ж
1735;Семен Захарьевич Чернов;25;М
1736;Зуева Вера Леонидовна;54;Ж
1737;Мстислав Елисеевич Павлов;36;М
1738;Фомичев Аким Виленович;65;М
1739;Селезнева Раиса Юльевна;36;Ж
1740;Тамара Харитоновна Мухина;62;Ж
1741;Назаров Валерьян Теймуразович;49;М
1742;Марфа Ниловна Веселова;40;Ж
1743;г-жа Громова Вероника Семеновна;63;Ж
1744;Цветкова Полина Ильинична;57;Ж
1745;Виктория Вячеславовна Абрамова;60;Ж
1746;г-жа Кошелева Евгения Григорьевна;65;Ж
1747;Зуева Вера Егоровна;50;Ж
1748;Лихачев Гордей Андреевич;44;М
1749;Касьян Игоревич Андреев;51;М
1750;Хохлов Василий Филатович;46;М
1751;Герасимова Юлия Альбертовна;48;Ж
1752;тов. Шашкова Елизавета Ждановна;37;Ж
1753;Колобова Зинаида Яковлевна;56;Ж
1754;Майя Леонидовна Родионова;42;Ж
1755;Лонгин Филимонович Комиссаров;54;М
1756;Архип Аверьянович Миронов;28;М
1757;Гордеев Руслан Евсеевич;51;М
1758;Щукина Евдокия Андреевна;50;Ж
1759;Панфилов Авксентий Ильясович;45;М
1760;Захарова Нонна Богдановна;46;Ж
1761;Цветкова Глафира Андреевна;42;Ж
1762;Лора Васильевна Петухова;49;Ж
1763;Мишина Пелагея Рудольфовна;26;Ж
1764;Степанов Аполлон Тихонович;63;М
1765;Остромир Жоресович Андреев;39;М
1766;Татьяна Сергеевна Самойлова;56;Ж
1767;Жданов Аполлон Адамович;60;М
1768;Носов Тимофей Юлианович;64;М
1769;Анастасия Вадимовна Рожкова;41;Ж
1770;Богданов Савелий Гаврилович;44;М
1771;Юлия Артемовна Селезнева;52;Ж
1772;Александров Яков Яковлевич;46;М
1773;Наталья Юльевна Тетерина;60;Ж
1774;Алексеев Савва Богданович;30;М
1775;Василиса Вадимовна Самсонова;59;Ж
1776;Одинцов Святополк Бориславович;64;М
1777;Зоя Валериевна Дьячкова;39;Ж
1778;Виноградова Полина Кирилловна;33;Ж
1779;Семенов Никон Виленович;33;М
1780;Козлова Елена Юрьевна;36;Ж
1781;Евстигней Чеславович Шестаков;47;М
1782;Зимин Сергей Абрамович;60;М
1783;Кирилл Филатович Шашков;29;М
1784;Ларионова Ангелина Рубеновна;59;Ж
1785;Колобова Полина Олеговна;64;Ж
1786;Бирюкова Мария Григорьевна;25;Ж
1787;Синклитикия Викторовна Панова;25;Ж
1788;Мария Архиповна Стрелкова;40;Ж
1789;Ефимов Анатолий Ааронович;25;М
1790;Хохлова Ия Олеговна;44;Ж
1791;Дементьева Евгения Богдановна;33;Ж
1792;Амвросий Вячеславович Гаврилов;56;М
1793;Милица Сергеевна Кононова;53;Ж
1794;Нонна Максимовна Кондратьева;29;Ж
1795;Валерьян Исидорович Пономарев;44;М
1796;Автоном Гурьевич Андреев;57;М
